SYMBOL_ID,SYMBOL_NAME
2661,CWST
2662,CWT
2663,CX
2664,CXDC
2665,CXE
2666,CXH
2667,CXO
2668,CXP
2669,CXRX
2670,CXSE
2671,CXW
2672,CY
2673,CYAD
2674,CYAN
2675,CYBE
2676,CYBR
2677,CYCC
2678,CYCCP
2679,CYD
2680,CYH
2681,CYHHZ
2682,CYOU
2683,CYRN
2684,CYRX
2685,CYRXW
2686,CYS
2687,CYS_A
2688,CYS_B
2689,CYTK
2690,CYTR
2691,CYTX
2692,CYTXW
2693,CZFC
2694,CZNC
2695,CZR
2696,CZWI
2697,CZZ
2698,C_C
2699,C_J
2700,C_K
2701,C_L
2702,C_N
2703,C_P
2704,C_S
2705,D
2706,DAC
2707,DAIO
2708,DAKT
2709,DAL
2710,DALT
2711,DAN
2712,DAR
2713,DARE
2714,DATA
2715,DAVE
2716,DAX
2717,DB
2718,DBD
2719,DBES
2720,DBIT
2721,DBL
2722,DBRT
2723,DBVT
2724,DCF
2725,DCI
2726,DCIX
2727,DCM
2728,DCO
2729,DCOM
2730,DCP
2731,DCPH
2732,DCT
2733,DCUD
2734,DD
2735,DDBI
2736,DDC
2737,DDD
2738,DDE
2739,DDEZ
2740,DDF
2741,DDJP
2742,DDLS
2743,DDR
2744,DDR_A
2745,DDR_J
2746,DDR_K
2747,DDS
2748,DDT
2749,DDWM
2750,DD_A
2751,DD_B
2752,DE
2753,DEA
2754,DECK
2755,DEEF
2756,DEFA
2757,DEI
2758,DEL
2759,DELT
2760,DELTW
2761,DEMG
2762,DEMS
2763,DENN
2764,DEO
2765,DEPO
2766,DERM
2767,DESC
2768,DESP
2769,DEST
2770,DEUS
2771,DEWJ
2772,DEX
2773,DEZU
2774,DF
2775,DFBG
2776,DFEN
2777,DFFN
2778,DFIN
2779,DFND
2780,DFNL
2781,DFP
2782,DFRG
2783,DFS
2784,DFS_B-CL
2785,DFS_B
2786,DFVL
2787,DFVS
2788,DG
2789,DGICA
2790,DGICB
2791,DGII
2792,DGLT
2793,DGLY
2794,DGSE
2795,DGX
2796,DHDG
2797,DHF
2798,DHG
2799,DHI
2800,DHIL
2801,DHR
2802,DHT
2803,DHVW
2804,DHX
2805,DHXM
2806,DHY
2807,DIAL
2808,DIAX
2809,DIN
2810,DIOD
2811,DIS
2812,DISCA
2813,DISCB
